CO_MES,SETOR,UF,PAIS,BLOCO,FOB,Quant
1,APICOLAS,CE,Canadá,América do Norte,0.017369,0.006948
1,APICOLAS,CE,Estados Unidos,América do Norte,0.408455,0.136628
1,APICOLAS,ES,Bahamas,América Central e Caribe,0.000324,1.2e-05
1,APICOLAS,ES,Barbados,América Central e Caribe,3.8e-05,6e-06
1,APICOLAS,ES,China,Ásia (Exclusive Oriente Médio),6.4e-05,6e-06
1,APICOLAS,ES,Chipre,União Europeia - UE,4.8e-05,2e-06
1,APICOLAS,ES,Coreia do Sul,Ásia (Exclusive Oriente Médio),1e-05,2e-06
1,APICOLAS,ES,Grécia,União Europeia - UE,3.7e-05,6e-06
1,APICOLAS,ES,Hong Kong,Ásia (Exclusive Oriente Médio),0.000748,4.4999999999999996e-05
1,APICOLAS,ES,Libéria,África,6.8e-05,9.999999999999999e-06
1,APICOLAS,ES,Malta,União Europeia - UE,6e-05,7e-06
1,APICOLAS,ES,"Marshall, Ilhas",Oceania,0.000547,5.3e-05
1,APICOLAS,ES,Noruega,Europa,2.3e-05,3e-06
1,APICOLAS,ES,Panamá,América Central e Caribe,0.000223,1.2e-05
1,APICOLAS,ES,Singapura,Ásia (Exclusive Oriente Médio),8e-05,3e-06
1,APICOLAS,MA,Bangladesh,Ásia (Exclusive Oriente Médio),3.2e-05,4e-06
1,APICOLAS,MA,Canadá,América do Norte,1.1e-05,2e-06
1,APICOLAS,MA,Chipre,União Europeia - UE,5.3e-05,6e-06
1,APICOLAS,MA,Estados Unidos,América do Norte,0.253494,0.078472
1,APICOLAS,MA,Hong Kong,Ásia (Exclusive Oriente Médio),0.000201,2e-05
1,APICOLAS,MA,Libéria,África,0.000243,2.8e-05
1,APICOLAS,MA,Malta,União Europeia - UE,0.00012,8e-06
1,APICOLAS,MA,"Marshall, Ilhas",Oceania,0.000302,3e-05
1,APICOLAS,MA,Panamá,América Central e Caribe,3.5e-05,1e-05
1,APICOLAS,MA,Singapura,Ásia (Exclusive Oriente Médio),0.000141,1.2e-05
1,APICOLAS,MG,Alemanha,União Europeia - UE,0.190838,0.074152
1,APICOLAS,MG,Canadá,América do Norte,0.23956500000000003,0.07416600000000001
1,APICOLAS,MG,Coreia do Sul,Ásia (Exclusive Oriente Médio),0.084645,0.000785
1,APICOLAS,MG,Estados Unidos,América do Norte,2.003846,0.638077
1,APICOLAS,PA,Bahamas,América Central e Caribe,8.1e-05,6e-06
1,APICOLAS,PA,Chipre,União Europeia - UE,0.000101,8e-06
1,APICOLAS,PA,Estados Unidos,América do Norte,0.039365,0.012358000000000001
1,APICOLAS,PA,Libéria,África,2.6e-05,2e-06
1,APICOLAS,PA,"Marshall, Ilhas",Oceania,6e-06,4e-06
1,APICOLAS,PA,Singapura,Ásia (Exclusive Oriente Médio),3.3e-05,3e-06
1,APICOLAS,PE,Libéria,África,4.1e-05,5e-06
1,APICOLAS,PE,Singapura,Ásia (Exclusive Oriente Médio),3.5e-05,4e-06
1,APICOLAS,PI,Alemanha,União Europeia - UE,0.002807,0.001099
1,APICOLAS,PI,Canadá,América do Norte,0.049947,0.017223
1,APICOLAS,PI,Estados Unidos,América do Norte,0.181711,0.061208
1,APICOLAS,PR,Alemanha,União Europeia - UE,0.075622,0.01998
1,APICOLAS,PR,Austrália,Oceania,0.098946,0.0406
1,APICOLAS,PR,Bahamas,América Central e Caribe,9e-06,2e-06
1,APICOLAS,PR,Estados Unidos,América do Norte,1.809196,0.534968
1,APICOLAS,PR,Grécia,União Europeia - UE,2.3e-05,1.2e-05
1,APICOLAS,PR,Libéria,África,0.000129,3.8e-05
1,APICOLAS,PR,"Marshall, Ilhas",Oceania,0.000156,4.1e-05
1,APICOLAS,PR,Panamá,América Central e Caribe,3.8e-05,7e-06
1,APICOLAS,PR,Portugal,União Europeia - UE,4e-05,8e-06
1,APICOLAS,RJ,Bahamas,América Central e Caribe,0.000282,1.9e-05
1,APICOLAS,RJ,Bélgica,União Europeia - UE,4.3e-05,3e-06
1,APICOLAS,RJ,China,Ásia (Exclusive Oriente Médio),4.6e-05,2e-06
1,APICOLAS,RJ,Dinamarca,União Europeia - UE,7.3e-05,4e-06
1,APICOLAS,RJ,Grécia,União Europeia - UE,0.00018999999999999998,1.4999999999999999e-05
1,APICOLAS,RJ,Holanda,União Europeia - UE,5.8e-05,4e-06
1,APICOLAS,RJ,Itália,União Europeia - UE,0.000504,1.6e-05
1,APICOLAS,RJ,Japão,Ásia (Exclusive Oriente Médio),1.7e-05,2e-06
1,APICOLAS,RJ,Libéria,África,0.000228,2.6000000000000002e-05
1,APICOLAS,RJ,Malta,União Europeia - UE,7e-05,3e-06
1,APICOLAS,RJ,"Marshall, Ilhas",Oceania,0.000207,1.9e-05
1,APICOLAS,RJ,Noruega,Europa,0.000137,1.6e-05
1,APICOLAS,RJ,Panamá,América Central e Caribe,7.3e-05,4.9999999999999996e-06
1,APICOLAS,RJ,Singapura,Ásia (Exclusive Oriente Médio),0.000157,1.2e-05
1,APICOLAS,RS,Alemanha,União Europeia - UE,0.009427,0.003536
1,APICOLAS,RS,China,Ásia (Exclusive Oriente Médio),5e-06,1e-06
1,APICOLAS,RS,Estados Unidos,América do Norte,0.226416,0.073842
1,APICOLAS,RS,Grécia,União Europeia - UE,1.1e-05,2e-06
1,APICOLAS,RS,Hong Kong,Ásia (Exclusive Oriente Médio),1.1e-05,3e-06
1,APICOLAS,RS,Libéria,África,4.8e-05,8e-06
1,APICOLAS,RS,Malta,União Europeia - UE,5.4999999999999995e-05,8.000000000000001e-06
1,APICOLAS,RS,"Marshall, Ilhas",Oceania,0.000257,3.4e-05
1,APICOLAS,RS,Panamá,América Central e Caribe,4.4e-05,4e-06
1,APICOLAS,RS,Portugal,União Europeia - UE,3.2e-05,5e-06
1,APICOLAS,RS,Singapura,Ásia (Exclusive Oriente Médio),1.9e-05,3e-06
1,APICOLAS,SC,Alemanha,União Europeia - UE,0.068476,0.02052
1,APICOLAS,SC,Bahamas,América Central e Caribe,6.9e-05,7e-06
1,APICOLAS,SC,"Cayman, Ilhas",América Central e Caribe,9.7e-05,1.2e-05
1,APICOLAS,SC,China,Ásia (Exclusive Oriente Médio),0.000143,1.5e-05
1,APICOLAS,SC,Estados Unidos,América do Norte,1.619527,0.564398
1,APICOLAS,SC,Libéria,África,0.00021799999999999999,2.4999999999999998e-05
1,APICOLAS,SC,Malta,União Europeia - UE,6.2e-05,7e-06
1,APICOLAS,SC,"Marshall, Ilhas",Oceania,5.6e-05,6e-06
1,APICOLAS,SC,Panamá,América Central e Caribe,8.2e-05,9e-06
1,APICOLAS,SP,Barbados,América Central e Caribe,5.3e-05,6e-06
1,APICOLAS,SP,Barein,Oriente Médio,2.6e-05,3e-06
1,APICOLAS,SP,China,Ásia (Exclusive Oriente Médio),0.098041,0.009765
1,APICOLAS,SP,Chipre,União Europeia - UE,6e-06,2e-06
1,APICOLAS,SP,Coreia do Sul,Ásia (Exclusive Oriente Médio),0.03455,0.000255
1,APICOLAS,SP,Dinamarca,União Europeia - UE,6.2e-05,6e-06
1,APICOLAS,SP,Estados Unidos,América do Norte,0.394922,0.124595
1,APICOLAS,SP,França,União Europeia - UE,2.9e-05,3e-06
1,APICOLAS,SP,Grécia,União Europeia - UE,1.7e-05,2e-06
1,APICOLAS,SP,Hong Kong,Ásia (Exclusive Oriente Médio),0.0045060000000000005,0.00021
1,APICOLAS,SP,Itália,União Europeia - UE,4.9999999999999996e-05,4e-06
1,APICOLAS,SP,Japão,Ásia (Exclusive Oriente Médio),0.013944,0.000221
1,APICOLAS,SP,Libéria,África,0.000849,9.3e-05
1,APICOLAS,SP,Malta,União Europeia - UE,0.00024199999999999997,2.3e-05
1,APICOLAS,SP,"Marshall, Ilhas",Oceania,0.000508,6.1e-05
1,APICOLAS,SP,Noruega,Europa,5.4e-05,6e-06
1,APICOLAS,SP,Panamá,América Central e Caribe,5.3e-05,6e-06
1,APICOLAS,SP,Peru,América do Sul,0.000321,1.5e-05
1,APICOLAS,SP,Portugal,União Europeia - UE,0.000111,9e-06
1,APICOLAS,SP,Reino Unido,Europa,8.6e-05,9e-06
1,APICOLAS,SP,Singapura,Ásia (Exclusive Oriente Médio),0.000402,3.9999999999999996e-05
1,APICOLAS,SP,Taiwan (Formosa),Ásia (Exclusive Oriente Médio),0.00264,2.4e-05
1,APICOLAS,SP,Uruguai,América do Sul,0.0027029999999999997,0.00038
1,BEBIDAS,AL,Alemanha,União Europeia - UE,0.000692,0.0003
1,BEBIDAS,AL,Bahamas,América Central e Caribe,8.6e-05,0.002284
1,BEBIDAS,AL,Grécia,União Europeia - UE,0.00147,0.002411
1,BEBIDAS,AL,Hong Kong,Ásia (Exclusive Oriente Médio),0.000893,0.00065
1,BEBIDAS,AL,Libéria,África,0.000651,0.000207
1,BEBIDAS,AL,Malta,União Europeia - UE,0.004388,0.008331
1,BEBIDAS,AL,"Marshall, Ilhas",Oceania,0.002824,0.007982
1,BEBIDAS,AL,Panamá,América Central e Caribe,0.00047900000000000004,0.001178
1,BEBIDAS,AL,São Vicente e Granadinas,América Central e Caribe,0.000214,0.00011399999999999999
1,BEBIDAS,AM,Bahamas,América Central e Caribe,0.001211,0.000733
1,BEBIDAS,AM,Bolívia,América do Sul,5.899623,0.292324
1,BEBIDAS,AM,Chipre,União Europeia - UE,1e-05,1.3e-05
1,BEBIDAS,AM,Estados Unidos,América do Norte,3e-06,3e-06
1,BEBIDAS,AM,Guiné-Bissau,África,0.002388,0.007344
1,BEBIDAS,AM,Honduras,América Central e Caribe,0.00043,0.000265
1,BEBIDAS,AM,Libéria,África,0.00034199999999999996,0.001111
1,BEBIDAS,AM,"Marshall, Ilhas",Oceania,0.000652,0.001189
1,BEBIDAS,AM,México,América do Norte,8e-06,8e-06
1,BEBIDAS,AM,Panamá,América Central e Caribe,0.0019459999999999998,0.005033
1,BEBIDAS,AM,Paraguai,América do Sul,1.763512,0.04471
1,BEBIDAS,AM,Uruguai,América do Sul,0.715008,0.01232
1,BEBIDAS,AM,Venezuela,América do Sul,2.082724,0.094111
1,BEBIDAS,AP,Guiana Francesa,América do Sul,0.012839999999999999,0.026857
1,BEBIDAS,AP,Suriname,América do Sul,0.013715999999999999,0.016744000000000002
1,BEBIDAS,BA,Bahamas,América Central e Caribe,0.000351,0.000168
1,BEBIDAS,BA,Bélgica,União Europeia - UE,0.001742,0.0008659999999999999
1,BEBIDAS,BA,China,Ásia (Exclusive Oriente Médio),0.00041,0.00012
1,BEBIDAS,BA,Dinamarca,União Europeia - UE,0.000135,0.0005059999999999999
1,BEBIDAS,BA,Espanha,União Europeia - UE,8e-05,0.000208
1,BEBIDAS,BA,Hong Kong,Ásia (Exclusive Oriente Médio),0.000506,0.000337
1,BEBIDAS,BA,Libéria,África,0.005625,0.008387
1,BEBIDAS,BA,Malta,União Europeia - UE,0.000102,2e-06
1,BEBIDAS,BA,"Marshall, Ilhas",Oceania,0.000374,0.000409
1,BEBIDAS,BA,Noruega,Europa,0.001627,0.003216
1,BEBIDAS,BA,Panamá,América Central e Caribe,0.002865,0.005209
1,BEBIDAS,BA,Portugal,União Europeia - UE,0.000229,0.000696
1,BEBIDAS,BA,Singapura,Ásia (Exclusive Oriente Médio),0.000204,0.00020400000000000003
1,BEBIDAS,CE,Chipre,União Europeia - UE,0.00021799999999999999,0.000396
1,BEBIDAS,CE,Espanha,União Europeia - UE,0.066006,0.015444
1,BEBIDAS,CE,Estados Unidos,América do Norte,0.008586,0.015938
1,BEBIDAS,CE,França,União Europeia - UE,0.023692,0.006208000000000001
1,BEBIDAS,CE,Holanda,União Europeia - UE,0.012916,0.017968
1,BEBIDAS,CE,Hong Kong,Ásia (Exclusive Oriente Médio),0.00024400000000000002,0.00029800000000000003
1,BEBIDAS,CE,Libéria,África,0.000677,0.000952
1,BEBIDAS,CE,Malta,União Europeia - UE,0.000344,0.000922
1,BEBIDAS,CE,"Marshall, Ilhas",Oceania,0.000433,0.000907
1,BEBIDAS,CE,Portugal,União Europeia - UE,0.000323,0.00099
1,BEBIDAS,CE,Singapura,Ásia (Exclusive Oriente Médio),0.00022,0.000371
1,BEBIDAS,ES,Antígua e Barbuda,América Central e Caribe,0.000402,0.00135
1,BEBIDAS,ES,Argentina,América do Sul,0.001608,0.002609
1,BEBIDAS,ES,Bahamas,América Central e Caribe,0.009788,0.009424
1,BEBIDAS,ES,Barbados,América Central e Caribe,0.000353,0.001113
1,BEBIDAS,ES,Brasil,América do Sul,0.001322,0.002887
1,BEBIDAS,ES,China,Ásia (Exclusive Oriente Médio),0.001898,0.001605
1,BEBIDAS,ES,Chipre,União Europeia - UE,0.000393,0.00132
1,BEBIDAS,ES,Coreia do Sul,Ásia (Exclusive Oriente Médio),0.001055,0.002741
1,BEBIDAS,ES,Egito,África,0.000414,0.000963
1,BEBIDAS,ES,Estados Unidos,América do Norte,0.024388,0.01728
1,BEBIDAS,ES,Grécia,União Europeia - UE,0.0026089999999999998,0.101631
1,BEBIDAS,ES,Holanda,União Europeia - UE,0.000613,0.001029
1,BEBIDAS,ES,Hong Kong,Ásia (Exclusive Oriente Médio),0.00788,0.104233
1,BEBIDAS,ES,Japão,Ásia (Exclusive Oriente Médio),0.000783,0.001052
1,BEBIDAS,ES,Libéria,África,0.010268,0.017506
1,BEBIDAS,ES,Malta,União Europeia - UE,4.4e-05,1.1000000000000001e-05
1,BEBIDAS,ES,"Marshall, Ilhas",Oceania,0.014425,0.021924
1,BEBIDAS,ES,Noruega,Europa,0.0014160000000000002,0.0003
1,BEBIDAS,ES,Panamá,América Central e Caribe,0.009526999999999999,0.055924
1,BEBIDAS,ES,Reino Unido,Europa,0.0006670000000000001,0.0017889999999999998
1,BEBIDAS,ES,Singapura,Ásia (Exclusive Oriente Médio),0.005128,0.00574
1,BEBIDAS,ES,Taiwan (Formosa),Ásia (Exclusive Oriente Médio),0.000113,2.4e-05
1,BEBIDAS,GO,Estados Unidos,América do Norte,0.005121,0.002507
1,BEBIDAS,MA,Bahamas,América Central e Caribe,0.00031099999999999997,0.000275
1,BEBIDAS,MA,Bangladesh,Ásia (Exclusive Oriente Médio),0.000328,0.0010869999999999999
1,BEBIDAS,MA,Bélgica,União Europeia - UE,0.000802,0.000611
1,BEBIDAS,MA,Canadá,América do Norte,4.3e-05,2.4e-05
1,BEBIDAS,MA,Chipre,União Europeia - UE,0.004171,0.008115
1,BEBIDAS,MA,Dinamarca,União Europeia - UE,0.000176,0.00017900000000000001
1,BEBIDAS,MA,Grécia,União Europeia - UE,0.001023,0.0036
1,BEBIDAS,MA,Hong Kong,Ásia (Exclusive Oriente Médio),0.003313,0.001379
1,BEBIDAS,MA,Ilha de Man,União Europeia - UE,0.001423,0.000992
1,BEBIDAS,MA,Japão,Ásia (Exclusive Oriente Médio),0.00131,0.000431
1,BEBIDAS,MA,Libéria,África,0.012931999999999999,0.024218
1,BEBIDAS,MA,Malta,União Europeia - UE,0.004059,0.010666
1,BEBIDAS,MA,"Marshall, Ilhas",Oceania,0.012997000000000002,0.016852
1,BEBIDAS,MA,Panamá,América Central e Caribe,0.005364,0.006144
1,BEBIDAS,MA,Singapura,Ásia (Exclusive Oriente Médio),0.003224,0.0023929999999999997
1,BEBIDAS,MG,Argentina,América do Sul,0.010191,0.013253999999999998
1,BEBIDAS,MG,Chile,América do Sul,0.070208,0.01479
1,BEBIDAS,MG,Espanha,União Europeia - UE,0.009178,0.00126
1,BEBIDAS,MG,Estados Unidos,América do Norte,0.083934,0.035369
1,BEBIDAS,MG,Hong Kong,Ásia (Exclusive Oriente Médio),0.008081,0.000285
1,BEBIDAS,MG,Malásia,Ásia (Exclusive Oriente Médio),0.001149,0.000168
1,BEBIDAS,MG,Paraguai,América do Sul,0.08171500000000001,0.089999
1,BEBIDAS,MG,Suíça,Europa,0.003692,0.002538
1,BEBIDAS,MG,Uruguai,América do Sul,0.035779,0.003434
1,BEBIDAS,MG,Venezuela,América do Sul,0.080326,0.085499
1,BEBIDAS,MS,Paraguai,América do Sul,0.028259,0.137774
1,BEBIDAS,MT,Paraguai,América do Sul,0.038336999999999996,0.06902900000000001
1,BEBIDAS,PA,Alemanha,União Europeia - UE,0.002497,0.0015199999999999999
1,BEBIDAS,PA,Bahamas,América Central e Caribe,0.000227,0.000762
1,BEBIDAS,PA,Chipre,União Europeia - UE,0.001389,0.003185
1,BEBIDAS,PA,Grécia,União Europeia - UE,0.000227,0.000181
1,BEBIDAS,PA,Hong Kong,Ásia (Exclusive Oriente Médio),0.001436,0.002739
1,BEBIDAS,PA,Libéria,África,0.003955,0.006651999999999999
1,BEBIDAS,PA,Malta,União Europeia - UE,0.00069,0.000972
1,BEBIDAS,PA,"Marshall, Ilhas",Oceania,0.005227,0.003339
1,BEBIDAS,PA,Panamá,América Central e Caribe,0.0006850000000000001,0.00045
1,BEBIDAS,PA,Portugal,União Europeia - UE,0.000603,0.000883
1,BEBIDAS,PA,Reino Unido,Europa,0.001549,0.00183
1,BEBIDAS,PA,Singapura,Ásia (Exclusive Oriente Médio),0.000402,0.000489
1,BEBIDAS,PE,Argentina,América do Sul,0.02052,0.013676
1,BEBIDAS,PE,Bahamas,América Central e Caribe,0.000148,0.000117
1,BEBIDAS,PE,China,Ásia (Exclusive Oriente Médio),9.5e-05,0.000144
1,BEBIDAS,PE,Cuba,América Central e Caribe,0.071795,0.024587
1,BEBIDAS,PE,Estados Unidos,América do Norte,0.000916,0.001078
1,BEBIDAS,PE,Guiana,América do Sul,0.049157,0.050898
1,BEBIDAS,PE,Itália,União Europeia - UE,0.000347,0.001081
1,BEBIDAS,PE,Japão,Ásia (Exclusive Oriente Médio),0.013448,0.003761
1,BEBIDAS,PE,Libéria,África,0.001453,0.002219
1,BEBIDAS,PE,"Marshall, Ilhas",Oceania,0.000796,0.000283
1,BEBIDAS,PE,Nigéria,África,0.075412,0.052512
1,BEBIDAS,PE,Panamá,América Central e Caribe,0.001768,0.001385
1,BEBIDAS,PE,Paraguai,América do Sul,0.035885,0.01637
1,BEBIDAS,PE,Singapura,Ásia (Exclusive Oriente Médio),0.000337,0.001435
1,BEBIDAS,PE,Turquia,Europa,0.002091,0.00057
1,BEBIDAS,PE,Uruguai,América do Sul,0.04697,0.018884
1,BEBIDAS,PE,Venezuela,América do Sul,0.04265,0.05118
1,BEBIDAS,PR,Bahamas,América Central e Caribe,0.000328,0.000572
1,BEBIDAS,PR,Barbados,América Central e Caribe,0.000101,4.9e-05
1,BEBIDAS,PR,Belize,América Central e Caribe,0.000535,0.00058
1,BEBIDAS,PR,Bolívia,América do Sul,0.093567,0.168862
1,BEBIDAS,PR,Bélgica,União Europeia - UE,0.000181,1.6e-05
1,BEBIDAS,PR,Chile,América do Sul,0.002399,0.000594
1,BEBIDAS,PR,Cuba,América Central e Caribe,0.41947,0.648611
1,BEBIDAS,PR,Estados Unidos,América do Norte,0.061202,0.018503
1,BEBIDAS,PR,Gabão,África,0.000821,0.002605
1,BEBIDAS,PR,Grécia,União Europeia - UE,0.001002,0.003552
1,BEBIDAS,PR,Hong Kong,Ásia (Exclusive Oriente Médio),9.3e-05,0.000192
1,BEBIDAS,PR,Japão,Ásia (Exclusive Oriente Médio),0.016512,0.016159
1,BEBIDAS,PR,Libéria,África,0.005949,0.021861
1,BEBIDAS,PR,Malta,União Europeia - UE,0.001287,0.008195000000000001
1,BEBIDAS,PR,"Marshall, Ilhas",Oceania,0.007872,0.023989
1,BEBIDAS,PR,Panamá,América Central e Caribe,0.005311,0.011761
1,BEBIDAS,PR,Paraguai,América do Sul,0.862768,1.105915
1,BEBIDAS,PR,Portugal,União Europeia - UE,0.000272,0.00049
1,BEBIDAS,PR,Singapura,Ásia (Exclusive Oriente Médio),0.000471,0.00035
1,BEBIDAS,PR,Turquia,Europa,0.001413,0.004874000000000001
1,BEBIDAS,PR,Uruguai,América do Sul,0.026862,0.056857
1,BEBIDAS,RJ,Argentina,América do Sul,0.175785,0.117599
1,BEBIDAS,RJ,Bahamas,América Central e Caribe,0.008184,0.01201
1,BEBIDAS,RJ,Bolívia,América do Sul,0.885873,0.834258
1,BEBIDAS,RJ,Bélgica,União Europeia - UE,0.001991,0.002759
1,BEBIDAS,RJ,Chile,América do Sul,0.028304,0.017221
1,BEBIDAS,RJ,China,Ásia (Exclusive Oriente Médio),0.000972,9e-05
1,BEBIDAS,RJ,Chipre,União Europeia - UE,0.0025440000000000003,0.002934
1,BEBIDAS,RJ,Colômbia,América do Sul,0.000113,0.000496
1,BEBIDAS,RJ,Dinamarca,União Europeia - UE,0.001418,0.002441
1,BEBIDAS,RJ,Emirados Árabes Unidos,Oriente Médio,0.002182,0.002795
1,BEBIDAS,RJ,Espanha,União Europeia - UE,0.000364,0.001269
1,BEBIDAS,RJ,Estados Unidos,América do Norte,0.116601,0.039126
1,BEBIDAS,RJ,Filipinas,Ásia (Exclusive Oriente Médio),0.000922,0.000916
1,BEBIDAS,RJ,França,União Europeia - UE,0.031761,0.026246000000000002
1,BEBIDAS,RJ,Grécia,União Europeia - UE,0.014035,0.036038
1,BEBIDAS,RJ,Holanda,União Europeia - UE,0.000732,0.0015379999999999999
1,BEBIDAS,RJ,Hong Kong,Ásia (Exclusive Oriente Médio),0.0017350000000000002,0.001392
1,BEBIDAS,RJ,Itália,União Europeia - UE,0.000234,0.0006000000000000001
1,BEBIDAS,RJ,Japão,Ásia (Exclusive Oriente Médio),0.002494,0.003047
1,BEBIDAS,RJ,Libéria,África,0.006793,0.007692
1,BEBIDAS,RJ,Malta,União Europeia - UE,0.002438,0.004524
1,BEBIDAS,RJ,"Marshall, Ilhas",Oceania,0.004189,0.003836
1,BEBIDAS,RJ,Noruega,Europa,0.0037890000000000003,0.008673
1,BEBIDAS,RJ,Panamá,América Central e Caribe,0.003729,0.002146
1,BEBIDAS,RJ,Paraguai,América do Sul,1.63446,1.936914
1,BEBIDAS,RJ,Peru,América do Sul,0.002121,0.00277
1,BEBIDAS,RJ,Reino Unido,Europa,0.000255,0.000768
1,BEBIDAS,RJ,Singapura,Ásia (Exclusive Oriente Médio),0.018381,0.008327000000000001
1,BEBIDAS,RJ,Suriname,América do Sul,0.021546,0.016736
1,BEBIDAS,RJ,Suíça,Europa,0.110425,0.073835
1,BEBIDAS,RN,Portugal,União Europeia - UE,0.000133,0.000408
1,BEBIDAS,RR,Guiana,América do Sul,0.084613,0.21820599999999998
1,BEBIDAS,RR,Venezuela,América do Sul,0.382267,0.05652
1,BEBIDAS,RS,Argentina,América do Sul,0.069485,0.106001
1,BEBIDAS,RS,Bahamas,América Central e Caribe,0.0013239999999999999,0.001805
1,BEBIDAS,RS,Bermudas,América Central e Caribe,0.000417,0.001
1,BEBIDAS,RS,Bolívia,América do Sul,0.016232,0.016981
1,BEBIDAS,RS,Cabo Verde,África,0.009676,0.005133
1,BEBIDAS,RS,Camarões,África,0.012125,0.010319
1,BEBIDAS,RS,China,Ásia (Exclusive Oriente Médio),0.038134,0.0051719999999999995
1,BEBIDAS,RS,Chipre,União Europeia - UE,0.002458,0.005915999999999999
1,BEBIDAS,RS,Colômbia,América do Sul,0.06647600000000001,0.025962
1,BEBIDAS,RS,"Cook, Ilhas",Oceania,0.001758,0.001065
1,BEBIDAS,RS,Coveite (Kuweit),Oriente Médio,0.000182,0.000144
1,BEBIDAS,RS,Cuba,América Central e Caribe,0.27588500000000005,0.22261699999999998
1,BEBIDAS,RS,Espanha,União Europeia - UE,0.015046,0.00135
1,BEBIDAS,RS,Estados Unidos,América do Norte,0.209409,0.092288
1,BEBIDAS,RS,Gana,África,0.025319,0.016724
1,BEBIDAS,RS,Grécia,União Europeia - UE,0.002586,0.004193
1,BEBIDAS,RS,Guiana,América do Sul,0.105411,0.052278000000000005
1,BEBIDAS,RS,Haiti,América Central e Caribe,0.138402,0.08592
1,BEBIDAS,RS,Hong Kong,Ásia (Exclusive Oriente Médio),0.000861,0.000294
